feeder,substation,voltage,summerrating,peakampscurr,pctratingcurr,peakampslast,pctratinglast,loadcurvehist,loadcurvefor,amp_rating_bin
36_01_3964,39 WILLIAM,"4,16",292,"310,67",106.39,"190,407",65.21,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_01_3964.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_01_3964.csv,201-300
36_01_3965,39 WILLIAM,"4,16",268,"79,67",29.73,"85,207",31.79,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_01_3965.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_01_3965.csv,201-300
36_01_3966,39 WILLIAM,"4,16",293,198,67.58,"215,113",73.42,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_01_3966.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_01_3966.csv,201-300
36_01_3967,39 WILLIAM,"4,16",272,"84,67",31.13,"60,713",22.32,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_01_3967.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_01_3967.csv,201-300
36_01_3968,39 WILLIAM,"4,16",268,56,20.9,"56,843",21.21,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_01_3968.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_01_3968.csv,201-300
36_01_3969,39 WILLIAM,"4,16",270,"37,67",13.95,"37,1",13.74,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_01_3969.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_01_3969.csv,201-300
36_01_3971,39 WILLIAM,"4,16",276,"124,67",45.17,"138,547",50.2,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_01_3971.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_01_3971.csv,201-300
36_01_3972,39 WILLIAM,"4,16",273,"108,33",39.68,"70,187",25.71,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_01_3972.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_01_3972.csv,201-300
36_01_3973,39 WILLIAM,"4,16",277,"107,67",38.87,"115,897",41.84,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_01_3973.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_01_3973.csv,201-300
36_01_4061,40 WILLIAM STA,"4,16",449,"248,33",55.31,160,35.63,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_01_4061.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_01_4061.csv,401-500
36_01_4062,40 WILLIAM STA,"4,16",253,"239,67",94.73,"163,333",64.56,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_01_4062.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_01_4062.csv,201-300
36_01_4063,40 WILLIAM STA,"4,16",397,"201,67",50.8,"173,333",43.66,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_01_4063.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_01_4063.csv,301-400
36_01_4064,40 WILLIAM STA,"4,16",426,"240,67",56.5,"243,333",57.12,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_01_4064.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_01_4064.csv,401-500
36_01_4065,40 WILLIAM STA,"4,16",419,251,59.9,"166,667",39.78,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_01_4065.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_01_4065.csv,401-500
36_01_4066,40 WILLIAM STA,"4,16",266,103,38.72,100,37.59,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_01_4066.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_01_4066.csv,201-300
36_01_4067,40 WILLIAM STA,"4,16",266,"218,33",82.08,220,82.71,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_01_4067.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_01_4067.csv,201-300
36_01_4068,40 WILLIAM STA,"4,16",277,"99,67",35.98,110,39.71,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_01_4068.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_01_4068.csv,201-300
36_01_4069,40 WILLIAM STA,"4,16",379,"38,67",10.2,130,34.3,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_01_4069.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_01_4069.csv,301-400
36_01_4071,40 WILLIAM STA,"4,16",283,"266,67",94.23,"163,333",57.71,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_01_4071.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_01_4071.csv,201-300
36_01_4072,40 WILLIAM STA,"4,16",396,"55,67",14.06,250,63.13,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_01_4072.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_01_4072.csv,301-400
36_01_4073,40 WILLIAM STA,"4,16",425,"133,33",31.37,"243,333",57.25,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_01_4073.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_01_4073.csv,401-500
36_01_4074,40 WILLIAM STA,"4,16",387,196,50.65,150,38.76,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_01_4074.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_01_4074.csv,301-400
36_01_4075,40 WILLIAM STA,"4,16",419,228,54.42,"233,333",55.69,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_01_4075.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_01_4075.csv,401-500
36_01_4076,40 WILLIAM STA,"4,16",282,"182,33",64.66,150,53.19,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_01_4076.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_01_4076.csv,201-300
36_01_4161,41 STATION 41,"4,16",263,"113,33",43.09,"126,553",48.12,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_01_4161.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_01_4161.csv,201-300
36_01_4162,41 STATION 41,"4,16",258,"14,33",5.55,"81,09",31.43,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_01_4162.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_01_4162.csv,201-300
36_01_4163,41 STATION 41,"4,16",272,"42,67",15.69,"42,377",15.58,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_01_4163.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_01_4163.csv,201-300
36_01_4165,41 STATION 41,"4,16",240,50,20.83,"168,033",70.01,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_01_4165.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_01_4165.csv,201-300
36_01_4166,41 STATION 41,"4,16",252,"120,67",47.88,"117,737",46.72,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_01_4166.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_01_4166.csv,201-300
36_01_4167,41 STATION 41,"4,16",249,126,50.6,"0,01",0,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_01_4167.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_01_4167.csv,201-300
36_01_4168,41 STATION 41,"4,16",239,22,9.21,"82,547",34.54,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_01_4168.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_01_4168.csv,201-300
36_01_4171,41 STATION 41,"4,16",250,"200,67",80.27,"113,29",45.32,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_01_4171.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_01_4171.csv,201-300
36_01_4172,41 STATION 41,"4,16",243,76,31.28,"78,913",32.47,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_01_4172.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_01_4172.csv,201-300
36_01_4173,41 STATION 41,"4,16",243,"49,33",20.3,"46,42",19.1,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_01_4173.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_01_4173.csv,201-300
36_01_4361,43 SENECA ST,"4,16",350,"202,67",57.91,"215,09",61.45,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_01_4361.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_01_4361.csv,301-400
36_01_4363,43 SENECA ST,"4,16",350,"302,33",86.38,"236,967",67.7,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_01_4363.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_01_4363.csv,301-400
36_01_4364,43 SENECA ST,"4,16",350,"116,67",33.33,"115,153",32.9,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_01_4364.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_01_4364.csv,301-400
36_01_4365,43 SENECA ST,"4,16",350,210,60,"218,617",62.46,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_01_4365.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_01_4365.csv,301-400
36_01_4366,43 SENECA ST,"4,16",350,"119,33",34.09,"122,657",35.04,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_01_4366.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_01_4366.csv,301-400
36_01_4368,43 SENECA ST,"4,16",350,"181,67",51.91,"189,69",54.2,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_01_4368.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_01_4368.csv,301-400
36_01_4369,43 SENECA ST,"4,16",350,"18,33",5.24,"22,99",6.57,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_01_4369.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_01_4369.csv,301-400
36_01_4371,43 SENECA ST,"4,16",350,189,54,"122,197",34.91,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_01_4371.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_01_4371.csv,301-400
36_01_4372,43 SENECA ST,"4,16",350,"187,33",53.52,"196,89",56.25,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_01_4372.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_01_4372.csv,301-400
36_01_4461,44 SOUTH PARK,"4,16",300,"330,33",110.11,"241,157",80.39,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_01_4461.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_01_4461.csv,201-300
36_01_4462,44 SOUTH PARK,"4,16",240,"139,33",58.05,"141,02",58.76,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_01_4462.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_01_4462.csv,201-300
36_01_4464,44 SOUTH PARK,"4,16",245,"298,67",121.91,"219,41",89.56,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_01_4464.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_01_4464.csv,201-300
36_01_4465,44 SOUTH PARK,"4,16",300,"219,33",73.11,"233,933",77.98,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_01_4465.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_01_4465.csv,201-300
36_01_4466,44 SOUTH PARK,"4,16",300,"203,33",67.78,"205,893",68.63,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_01_4466.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_01_4466.csv,201-300
36_01_4467,44 SOUTH PARK,"4,16",350,"186,33",53.24,193,55.14,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_01_4467.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_01_4467.csv,301-400
36_01_4468,44 SOUTH PARK,"4,16",250,229,91.6,"223,17",89.27,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_01_4468.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_01_4468.csv,201-300
36_01_4469,44 SOUTH PARK,"4,16",250,195,78,"157,813",63.13,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_01_4469.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_01_4469.csv,201-300
36_01_4471,44 SOUTH PARK,"4,16",220,"163,67",74.4,"167,083",75.95,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_01_4471.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_01_4471.csv,201-300
36_01_4472,44 SOUTH PARK,"4,16",219,171,78.08,"183,327",83.71,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_01_4472.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_01_4472.csv,201-300
36_01_4473,44 SOUTH PARK,"4,16",224,"158,67",70.83,"170,413",76.08,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_01_4473.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_01_4473.csv,201-300
36_01_4561,45 STATION 45,"4,16",266,230,86.47,230,86.47,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_01_4561.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_01_4561.csv,201-300
36_01_4562,45 STATION 45,"4,16",266,"106,67",40.1,"106,667",40.1,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_01_4562.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_01_4562.csv,201-300
36_01_4563,45 STATION 45,"4,16",266,"171,67",64.54,"171,667",64.54,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_01_4563.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_01_4563.csv,201-300
36_01_4564,45 STATION 45,"4,16",266,"143,67",54.01,"143,667",54.01,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_01_4564.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_01_4564.csv,201-300
36_01_4565,45 STATION 45,"4,16",300,"248,33",82.78,"248,333",82.78,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_01_4565.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_01_4565.csv,201-300
36_01_4566,45 STATION 45,"4,16",266,"150,33",56.52,"150,333",56.52,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_01_4566.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_01_4566.csv,201-300
36_01_4567,45 STATION 45,"4,16",266,100,37.59,100,37.59,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_01_4567.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_01_4567.csv,201-300
36_01_4568,45 STATION 45,"4,16",266,100,37.59,100,37.59,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_01_4568.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_01_4568.csv,201-300
36_01_4661,46 STATION 46,"4,16",300,"174,67",58.22,"172,577",57.53,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_01_4661.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_01_4661.csv,201-300
36_01_4662,46 STATION 46,"4,16",271,"212,67",78.48,"214,457",79.14,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_01_4662.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_01_4662.csv,201-300
36_01_4663,46 STATION 46,"4,16",264,"142,67",54.04,"149,28",56.55,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_01_4663.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_01_4663.csv,201-300
36_01_4666,46 STATION 46,"4,16",300,"221,33",73.78,"230,673",76.89,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_01_4666.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_01_4666.csv,201-300
36_01_4667,46 STATION 46,"4,16",300,199,66.33,"210,39",70.13,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_01_4667.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_01_4667.csv,201-300
36_01_4668,46 STATION 46,"4,16",251,"166,67",66.4,"178,49",71.11,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_01_4668.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_01_4668.csv,201-300
36_01_4669,46 STATION 46,"4,16",248,"33,67",13.58,"33,553",13.53,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_01_4669.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_01_4669.csv,201-300
36_01_4671,46 STATION 46,"4,16",300,"210,33",70.11,"216,493",72.16,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_01_4671.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_01_4671.csv,201-300
36_01_4672,46 STATION 46,"4,16",257,223,86.77,"229,52",89.31,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_01_4672.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_01_4672.csv,201-300
36_01_4761,47 STATION 47,"4,16",266,"156,33",58.77,"167,987",63.15,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_01_4761.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_01_4761.csv,201-300
36_01_4763,47 STATION 47,"4,16",330,330,100,"242,147",73.38,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_01_4763.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_01_4763.csv,301-400
36_01_4764,47 STATION 47,"4,16",266,47,17.67,"47,04",17.68,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_01_4764.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_01_4764.csv,201-300
36_01_4765,47 STATION 47,"4,16",266,43,16.17,"42,8",16.09,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_01_4765.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_01_4765.csv,201-300
